player,pick rank,year,college,url,height (cm),weight (lb),uni_url,player_id
Damyean Dotson,44,2017,Oregon,https://www.basketball-reference.com//players/d/dotsoda01.html,195.6,210,https://www.sports-reference.com/cbb/players/damyean-dotson-1.html,damyean-dotson-1
Dillon Brooks,45,2017,Oregon,https://www.basketball-reference.com//players/b/brookdi01.html,200.7,225,https://www.sports-reference.com/cbb/players/dillon-brooks-1.html,dillon-brooks-1
Sterling Brown,46,2017,SMU,https://www.basketball-reference.com//players/b/brownst02.html,195.6,219,https://www.sports-reference.com/cbb/players/sterling-brown-2.html,sterling-brown-2
Ike Anigbogu,47,2017,UCLA,https://www.basketball-reference.com//players/a/anigbik01.html,208.3,250,https://www.sports-reference.com/cbb/players/ike-anigbogu-1.html,ike-anigbogu-1
Sindarius Thornwell,48,2017,South Carolina,https://www.basketball-reference.com//players/t/thornsi01.html,193.0,215,https://www.sports-reference.com/cbb/players/sindarius-thornwell-1.html,sindarius-thornwell-1
Vlatko Čančar,49,2017,,https://www.basketball-reference.com//players/c/cancavl01.html,203.2,236,,
Mathias Lessort,50,2017,,https://www.basketball-reference.com//players/l/lessoma01.html,205.7,240,,
Monte Morris,51,2017,Iowa State,https://www.basketball-reference.com//players/m/morrimo01.html,188.0,183,https://www.sports-reference.com/cbb/players/monte-morris-1.html,monte-morris-1
Edmond Sumner,52,2017,Xavier,https://www.basketball-reference.com//players/s/sumneed01.html,193.0,196,https://www.sports-reference.com/cbb/players/edmond-sumner-1.html,edmond-sumner-1
Kadeem Allen,53,2017,Arizona,https://www.basketball-reference.com//players/a/allenka01.html,185.4,200,https://www.sports-reference.com/cbb/players/kadeem-allen-1.html,kadeem-allen-1
Alec Peters,54,2017,Valparaiso,https://www.basketball-reference.com//players/p/peteral01.html,205.7,232,https://www.sports-reference.com/cbb/players/alec-peters-1.html,alec-peters-1
Nigel Williams-Goss,55,2017,Gonzaga,https://www.basketball-reference.com//players/w/willini01.html,188.0,190,https://www.sports-reference.com/cbb/players/nigel-williams-goss-1.html,nigel-williams-goss-1
Jabari Bird,56,2017,California,https://www.basketball-reference.com//players/b/birdja01.html,198.1,198,https://www.sports-reference.com/cbb/players/jabari-bird-1.html,jabari-bird-1
Sasha Vezenkov,57,2017,,https://www.basketball-reference.com//players/v/vezenal01.html,205.7,225,,
Ognjen Jaramaz,58,2017,,https://www.basketball-reference.com//players/j/jaramog01.html,193.0,194,,
Jaron Blossomgame,59,2017,Clemson,https://www.basketball-reference.com//players/b/blossja01.html,203.2,220,https://www.sports-reference.com/cbb/players/jaron-blossomgame-1.html,jaron-blossomgame-1
Alpha Kaba,60,2017,,https://www.basketball-reference.com//players/k/kabaal01.html,208.3,242,,
Deandre Ayton,1,2018,Arizona,https://www.basketball-reference.com//players/a/aytonde01.html,210.8,250,https://www.sports-reference.com/cbb/players/deandre-ayton-1.html,deandre-ayton-1
Marvin Bagley III,2,2018,Duke,https://www.basketball-reference.com//players/b/baglema01.html,210.8,235,https://www.sports-reference.com/cbb/players/marvin-bagleyiii-1.html,marvin-bagleyiii-1
Luka Dončić,3,2018,,https://www.basketball-reference.com//players/d/doncilu01.html,200.7,230,,
Jaren Jackson Jr.,4,2018,Michigan State,https://www.basketball-reference.com//players/j/jacksja02.html,210.8,242,https://www.sports-reference.com/cbb/players/jaren-jacksonjr-1.html,jaren-jacksonjr-1
Trae Young,5,2018,Oklahoma,https://www.basketball-reference.com//players/y/youngtr01.html,185.4,180,https://www.sports-reference.com/cbb/players/trae-young-1.html,trae-young-1
Mo Bamba,6,2018,Texas,https://www.basketball-reference.com//players/b/bambamo01.html,213.4,231,https://www.sports-reference.com/cbb/players/mohamed-bamba-1.html,mohamed-bamba-1
Wendell Carter Jr.,7,2018,Duke,https://www.basketball-reference.com//players/c/cartewe01.html,208.3,270,https://www.sports-reference.com/cbb/players/wendell-carterjr-1.html,wendell-carterjr-1
Collin Sexton,8,2018,Alabama,https://www.basketball-reference.com//players/s/sextoco01.html,185.4,190,https://www.sports-reference.com/cbb/players/collin-sexton-1.html,collin-sexton-1
Kevin Knox,9,2018,Kentucky,https://www.basketball-reference.com//players/k/knoxke01.html,200.7,215,https://www.sports-reference.com/cbb/players/kevin-knox-1.html,kevin-knox-1
Mikal Bridges,10,2018,Villanova,https://www.basketball-reference.com//players/b/bridgmi01.html,198.1,209,https://www.sports-reference.com/cbb/players/mikal-bridges-1.html,mikal-bridges-1
Shai Gilgeous-Alexander,11,2018,Kentucky,https://www.basketball-reference.com//players/g/gilgesh01.html,198.1,180,https://www.sports-reference.com/cbb/players/shai-gilgeous-alexander-1.html,shai-gilgeous-alexander-1
Miles Bridges,12,2018,Michigan State,https://www.basketball-reference.com//players/b/bridgmi02.html,198.1,225,https://www.sports-reference.com/cbb/players/miles-bridges-1.html,miles-bridges-1
Jerome Robinson,13,2018,Boston College,https://www.basketball-reference.com//players/r/robinje01.html,193.0,190,https://www.sports-reference.com/cbb/players/jerome-robinson-2.html,jerome-robinson-2
Michael Porter Jr.,14,2018,Missouri,https://www.basketball-reference.com//players/p/portemi01.html,208.3,218,https://www.sports-reference.com/cbb/players/michael-porterjr-1.html,michael-porterjr-1
Troy Brown Jr.,15,2018,Oregon,https://www.basketball-reference.com//players/b/browntr01.html,198.1,215,https://www.sports-reference.com/cbb/players/troy-brown-5.html,troy-brown-5
Zhaire Smith,16,2018,Texas Tech,https://www.basketball-reference.com//players/s/smithzh01.html,190.5,205,https://www.sports-reference.com/cbb/players/zhaire-smith-1.html,zhaire-smith-1
Donte DiVincenzo,17,2018,Villanova,https://www.basketball-reference.com//players/d/divindo01.html,193.0,203,https://www.sports-reference.com/cbb/players/donte-divincenzo-1.html,donte-divincenzo-1
Lonnie Walker,18,2018,Miami (FL),https://www.basketball-reference.com//players/w/walkelo01.html,193.0,204,https://www.sports-reference.com/cbb/players/lonnie-walker-2.html,lonnie-walker-2
Kevin Huerter,19,2018,Maryland,https://www.basketball-reference.com//players/h/huertke01.html,200.7,190,https://www.sports-reference.com/cbb/players/kevin-huerter-1.html,kevin-huerter-1
Josh Okogie,20,2018,Georgia Tech,https://www.basketball-reference.com//players/o/okogijo01.html,193.0,213,https://www.sports-reference.com/cbb/players/josh-okogie-1.html,josh-okogie-1
Grayson Allen,21,2018,Duke,https://www.basketball-reference.com//players/a/allengr01.html,193.0,198,https://www.sports-reference.com/cbb/players/grayson-allen-1.html,grayson-allen-1
Chandler Hutchison,22,2018,Boise State,https://www.basketball-reference.com//players/h/hutchch01.html,198.1,210,https://www.sports-reference.com/cbb/players/chandler-hutchison-1.html,chandler-hutchison-1
Aaron Holiday,23,2018,UCLA,https://www.basketball-reference.com//players/h/holidaa01.html,182.9,185,https://www.sports-reference.com/cbb/players/aaron-holiday-1.html,aaron-holiday-1
Anfernee Simons,24,2018,,https://www.basketball-reference.com//players/s/simonan01.html,190.5,181,,
Moritz Wagner,25,2018,Michigan,https://www.basketball-reference.com//players/w/wagnemo01.html,210.8,245,https://www.sports-reference.com/cbb/players/moritz-wagner-1.html,moritz-wagner-1
Landry Shamet,26,2018,Wichita State,https://www.basketball-reference.com//players/s/shamela01.html,193.0,190,https://www.sports-reference.com/cbb/players/landry-shamet-1.html,landry-shamet-1
Robert Williams,27,2018,Texas A&M,https://www.basketball-reference.com//players/w/williro04.html,203.2,237,https://www.sports-reference.com/cbb/players/robert-williams-3.html,robert-williams-3
Jacob Evans,28,2018,Cincinnati,https://www.basketball-reference.com//players/e/evansja02.html,193.0,210,https://www.sports-reference.com/cbb/players/jacob-evans-1.html,jacob-evans-1
Džanan Musa,29,2018,,https://www.basketball-reference.com//players/m/musadz01.html,205.7,217,,
Omari Spellman,30,2018,Villanova,https://www.basketball-reference.com//players/s/spellom01.html,203.2,245,https://www.sports-reference.com/cbb/players/omari-spellman-1.html,omari-spellman-1
Elie Okobo,31,2018,,https://www.basketball-reference.com//players/o/okoboel01.html,190.5,190,,
Jevon Carter,32,2018,West Virginia,https://www.basketball-reference.com//players/c/carteje01.html,185.4,200,https://www.sports-reference.com/cbb/players/jevon-carter-1.html,jevon-carter-1
Jalen Brunson,33,2018,Villanova,https://www.basketball-reference.com//players/b/brunsja01.html,185.4,190,https://www.sports-reference.com/cbb/players/jalen-brunson-1.html,jalen-brunson-1
Devonte' Graham,34,2018,Kansas,https://www.basketball-reference.com//players/g/grahade01.html,185.4,195,https://www.sports-reference.com/cbb/players/devonte-graham-1.html,devonte-graham-1
Melvin Frazier,35,2018,Tulane,https://www.basketball-reference.com//players/f/frazime01.html,195.6,215,https://www.sports-reference.com/cbb/players/melvin-frazier-1.html,melvin-frazier-1
Mitchell Robinson,36,2018,,https://www.basketball-reference.com//players/r/robinmi01.html,213.4,240,,
Gary Trent Jr.,37,2018,Duke,https://www.basketball-reference.com//players/t/trentga02.html,195.6,209,https://www.sports-reference.com/cbb/players/gary-trentjr-1.html,gary-trentjr-1
Khyri Thomas,38,2018,Creighton,https://www.basketball-reference.com//players/t/thomakh01.html,190.5,210,https://www.sports-reference.com/cbb/players/khyri-thomas-1.html,khyri-thomas-1
Isaac Bonga,39,2018,,https://www.basketball-reference.com//players/b/bongais01.html,203.2,180,,
Rodions Kurucs,40,2018,,https://www.basketball-reference.com//players/k/kurucro01.html,205.7,228,,
Jarred Vanderbilt,41,2018,Kentucky,https://www.basketball-reference.com//players/v/vandeja01.html,205.7,214,https://www.sports-reference.com/cbb/players/jarred-vanderbilt-1.html,jarred-vanderbilt-1
Bruce Brown,42,2018,Miami (FL),https://www.basketball-reference.com//players/b/brownbr01.html,193.0,202,https://www.sports-reference.com/cbb/players/bruce-brown-2.html,bruce-brown-2
Justin Jackson,43,2018,Maryland,https://www.basketball-reference.com//players/j/jacksju02.html,200.7,225,https://www.sports-reference.com/cbb/players/justin-jackson-5.html,justin-jackson-5
Issuf Sanon,44,2018,,https://www.basketball-reference.com//players/s/sanonis01.html,193.0,172,,
Hamidou Diallo,45,2018,Kentucky,https://www.basketball-reference.com//players/d/diallha01.html,195.6,202,https://www.sports-reference.com/cbb/players/hamidou-diallo-1.html,hamidou-diallo-1
De'Anthony Melton,46,2018,USC,https://www.basketball-reference.com//players/m/meltode01.html,188.0,200,https://www.sports-reference.com/cbb/players/deanthony-melton-1.html,deanthony-melton-1
Sviatoslav Mykhailiuk,47,2018,Kansas,https://www.basketball-reference.com//players/m/mykhasv01.html,200.7,205,https://www.sports-reference.com/cbb/players/sviatoslav-mykhailiuk-1.html,sviatoslav-mykhailiuk-1
Keita Bates-Diop,48,2018,Ohio State,https://www.basketball-reference.com//players/b/bateske01.html,203.2,229,https://www.sports-reference.com/cbb/players/keita-bates-diop-1.html,keita-bates-diop-1
Chimezie Metu,49,2018,USC,https://www.basketball-reference.com//players/m/metuch01.html,205.7,225,https://www.sports-reference.com/cbb/players/chimezie-metu-1.html,chimezie-metu-1
Alize Johnson,50,2018,Missouri State,https://www.basketball-reference.com//players/j/johnsal02.html,200.7,212,https://www.sports-reference.com/cbb/players/alize-johnson-1.html,alize-johnson-1
Tony Carr,51,2018,Penn State,https://www.basketball-reference.com//players/c/carrto01.html,195.6,204,https://www.sports-reference.com/cbb/players/tony-carr-1.html,tony-carr-1
Vince Edwards,52,2018,Purdue,https://www.basketball-reference.com//players/e/edwarvi01.html,203.2,225,https://www.sports-reference.com/cbb/players/vince-edwards-2.html,vince-edwards-2
Devon Hall,53,2018,Virginia,https://www.basketball-reference.com//players/h/hallde01.html,188.0,215,https://www.sports-reference.com/cbb/players/devon-hall-1.html,devon-hall-1
Shake Milton,54,2018,SMU,https://www.basketball-reference.com//players/m/miltosh01.html,195.6,205,https://www.sports-reference.com/cbb/players/malik-milton-1.html,malik-milton-1
Arnoldas Kulboka,55,2018,,https://www.basketball-reference.com//players/k/kulboar01.html,205.7,198,,
Ray Spalding,56,2018,Louisville,https://www.basketball-reference.com//players/s/spaldra01.html,208.3,215,https://www.sports-reference.com/cbb/players/raymond-spalding-1.html,raymond-spalding-1
Kevin Hervey,57,2018,UT Arlington,https://www.basketball-reference.com//players/h/herveke01.html,205.7,230,https://www.sports-reference.com/cbb/players/kevin-hervey-1.html,kevin-hervey-1
Thomas Welsh,58,2018,UCLA,https://www.basketball-reference.com//players/w/welshth01.html,213.4,255,https://www.sports-reference.com/cbb/players/thomas-welsh-1.html,thomas-welsh-1
George King,59,2018,Colorado,https://www.basketball-reference.com//players/k/kingge03.html,198.1,225,https://www.sports-reference.com/cbb/players/george-king-1.html,george-king-1
Kostas Antetokounmpo,60,2018,Dayton,https://www.basketball-reference.com//players/a/antetko01.html,208.3,200,https://www.sports-reference.com/cbb/players/kostas-antetokounmpo-1.html,kostas-antetokounmpo-1
