,mp,per,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,obpm,dbpm,years,position,body_fat_pct,hand_length,hand_width,height_wo_shoes,height_w_shoes,standing_reach,weight,wingspan,3rd_NBA_season
264,912,28.9,0.604,0.539,0.051,0.586,8.2,21.4,10.2,1.3,3.2,9.0,26.0,4.2,1.4,7.8,2.1,2,SF,6.6,223,239,1983,2017,2631,215.5,2111,0
265,1033,27.4,0.602,0.596,0.0,0.723,13.3,28.2,9.9,1.2,2.9,14.3,23.8,3.9,1.8,6.4,1.5,1,C,9.6,235,241,2096,2134,2794,262.8,2184,0
266,1016,24.4,0.627,0.595,0.005,0.795,11.5,31.5,9.2,4.1,2.4,16.6,15.2,2.7,3.0,5.3,5.4,1,SF,6.6,223,239,1983,2017,2631,215.5,2111,0
267,1247,17.5,0.513,0.459,0.384,0.285,1.1,8.1,34.3,4.3,0.6,21.3,20.0,2.3,3.0,2.6,4.7,4,PG,6.05,203,248,1816,1854,2362,180.6,1905,0
268,878,27.2,0.674,0.639,0.0,0.657,14.1,23.7,2.6,1.3,6.4,14.2,18.5,3.4,1.6,5.7,2.7,1,PF,8.2,230,245,2043,2074,2720,233.3,2174,0
269,1309,24.2,0.551,0.506,0.358,0.29,5.8,15.0,8.6,0.9,1.0,7.3,29.1,4.8,2.0,7.9,1.1,3,SF,9.1,203,222,1956,2007,2642,219.8,2083,0
270,198,26.2,0.572,0.545,0.036,0.436,15.5,27.1,12.6,4.9,3.2,16.4,22.5,0.5,0.5,3.7,4.9,2,PF,8.2,230,245,2043,2074,2720,233.3,2174,0
271,1082,28.3,0.603,0.545,0.34,0.441,7.5,13.1,14.7,5.0,0.6,9.4,26.5,4.2,2.2,7.4,4.1,2,SG,10.8,216,191,1918,1949,2591,208.8,2083,0
272,804,27.1,0.586,0.551,0.61,0.306,8.4,12.5,11.2,3.0,1.7,8.4,27.0,3.4,1.2,10.1,2.3,2,SG,8.2,222,248,1937,1962,2565,228.8,2057,0
273,986,26.5,0.627,0.57,0.459,0.464,5.9,18.6,6.4,1.8,3.3,12.9,28.8,3.6,2.5,6.4,2.6,2,SF,4.45,216,229,1981,2013,2578,209.4,2102,0
274,1199,27.6,0.576,0.531,0.0,0.613,15.3,23.1,13.7,1.4,2.9,13.7,24.6,4.2,2.6,7.1,2.4,3,PF,8.2,248,267,2007,2045,2629,262.8,2165,0
275,1103,20.0,0.559,0.531,0.299,0.222,6.3,16.9,3.6,1.4,5.2,11.2,24.2,2.1,2.4,3.1,2.5,3,SF,3.85,235,267,2013,2045,2705,196.0,2184,0
276,1257,21.5,0.549,0.498,0.357,0.395,3.0,11.1,17.6,2.1,2.0,10.2,26.3,3.6,3.1,5.8,4.9,3,SG,6.05,222,248,1867,1905,2451,198.0,2013,0
277,1084,26.2,0.576,0.541,0.376,0.451,2.9,9.6,31.6,4.0,0.4,15.2,30.7,3.9,2.9,7.2,4.3,4,PG,3.5,210,216,1816,1848,2413,160.0,1918,0
278,1174,24.2,0.569,0.528,0.45,0.382,3.8,14.4,29.9,2.8,1.2,14.7,29.1,3.6,2.3,8.1,3.2,5,SG,10.75,229,235,1930,1962,2565,226.0,2108,0
279,1119,29.0,0.611,0.558,0.007,0.7,8.5,16.5,11.8,1.0,4.9,10.7,29.9,4.5,2.0,7.2,2.5,4,PF,8.7,222,229,2051,2076,2718,252.4,2153,0
280,909,22.7,0.569,0.536,0.288,0.349,8.5,12.8,7.0,1.0,10.9,13.8,26.2,1.9,2.0,3.0,1.7,4,PF,7.7,235,222,2140,2165,2769,231.2,2172,0
281,1200,19.1,0.544,0.501,0.117,0.56,1.5,7.4,25.3,2.3,0.8,14.3,26.9,2.6,1.3,3.7,1.5,2,PG,5.25,216,210,1867,1911,2515,186.0,1994,0
282,995,22.6,0.528,0.479,0.342,0.456,2.9,8.6,23.6,3.5,0.8,9.7,28.4,3.0,1.6,6.0,3.0,4,SG,6.4,218,234,1932,1965,2553,202.6,2056,0
283,1126,26.5,0.557,0.478,0.357,0.514,2.1,8.5,23.7,3.3,0.5,8.2,28.6,4.7,2.8,7.2,5.2,3,PG,6.4,210,229,1886,1918,2438,187.0,1930,0
284,1103,23.8,0.553,0.519,0.103,0.582,11.6,21.0,7.4,0.8,4.7,9.8,24.2,3.3,1.6,4.9,1.4,4,PF,5.25,222,248,2026,2057,2667,218.4,2146,0
285,1320,19.5,0.573,0.528,0.439,0.358,3.8,18.8,15.2,1.3,0.6,13.1,21.7,3.6,1.7,5.5,1.6,5,SF,6.1,216,229,1975,2013,2654,211.0,2108,0
286,1064,26.5,0.591,0.552,0.003,0.519,10.2,19.6,10.5,1.7,8.5,14.5,25.8,3.0,2.3,4.3,3.8,4,PF,9.6,235,229,2038,2076,2807,242.6,2267,0
287,1204,22.2,0.553,0.519,0.371,0.292,2.6,11.5,29.1,2.1,0.1,13.1,30.1,3.3,1.1,6.1,0.3,3,PG,4.3,203,222,1911,1937,2540,185.8,1981,0
288,1210,21.8,0.605,0.564,0.538,0.324,1.0,7.9,17.5,1.1,0.4,12.4,28.5,4.0,0.7,4.8,-3.5,4,PG,5.3,210,216,1873,1899,2477,177.4,2026,0
289,635,22.3,0.553,0.506,0.0,0.923,13.4,19.1,8.9,1.4,6.1,15.8,22.0,1.6,2.0,3.0,5.1,2,C,14.9,235,267,2108,2127,2845,264.6,2184,0
290,1070,29.3,0.633,0.553,0.18,0.726,7.7,18.5,10.2,2.6,1.7,8.5,23.5,5.0,2.2,8.6,3.6,4,PF,8.2,230,245,2043,2074,2720,233.3,2174,0
291,1182,26.9,0.643,0.6,0.606,0.359,2.0,9.6,13.9,1.8,0.4,10.0,27.5,5.7,0.4,6.9,-2.5,3,SG,9.2,197,222,1899,1930,2502,181.4,1968,0
292,1143,24.7,0.566,0.527,0.075,0.413,6.3,17.2,18.0,3.3,7.4,14.2,21.0,2.8,2.4,4.6,5.5,4,SF,6.6,223,239,1983,2017,2631,215.5,2111,0
293,929,20.8,0.582,0.558,0.072,0.572,13.5,23.4,2.4,1.2,6.4,20.1,21.3,1.4,1.5,1.6,0.8,4,C,7.7,232,250,2091,2125,2791,242.7,2213,0
294,1055,23.8,0.533,0.535,0.0,0.306,11.9,23.5,12.2,2.5,6.3,14.7,23.4,2.0,2.5,4.4,4.2,4,PF,5.8,229,222,1968,2000,2667,230.2,2108,0
295,1106,15.9,0.484,0.45,0.118,0.432,6.4,14.3,24.0,2.9,1.3,20.7,17.9,1.4,1.9,2.7,4.5,3,SF,4.1,203,222,1962,1988,2553,195.8,2083,0
296,1121,33.0,0.649,0.614,0.0,0.423,11.6,28.7,9.7,2.2,5.5,12.0,25.0,5.0,2.6,8.5,4.2,4,PF,7.5,229,210,2057,2096,2705,208.6,2146,0
297,1288,24.0,0.567,0.497,0.362,0.441,1.7,7.1,34.3,2.3,0.3,11.4,23.3,5.4,1.7,7.9,2.4,2,PG,5.2,191,191,1746,1778,2248,149.2,1880,0
298,762,26.4,0.62,0.62,0.005,0.253,13.7,25.8,12.9,1.9,9.6,20.8,20.5,1.8,2.3,4.1,6.3,2,C,8.55,229,203,2057,2083,2756,245.2,2203,0
299,807,26.7,0.61,0.568,0.0,0.456,12.4,14.5,4.2,1.3,7.1,12.9,26.7,2.6,1.5,3.8,2.0,1,C,12.85,216,197,2057,2089,2756,254.4,2203,0
300,680,17.6,0.519,0.488,0.079,0.472,8.8,26.5,6.4,1.1,7.5,17.1,21.9,0.5,1.6,-0.9,2.3,1,C,7.7,232,250,2091,2125,2791,242.7,2213,0
301,1098,20.5,0.511,0.458,0.434,0.383,1.8,9.8,33.0,2.1,4.5,16.4,31.6,2.1,2.1,6.0,2.9,2,PG,9.25,216,222,1911,1943,2540,210.0,2051,0
302,813,31.0,0.623,0.601,0.033,0.378,11.5,24.9,10.5,0.7,10.4,14.1,28.6,2.7,2.2,6.5,5.3,4,C,7.7,232,250,2091,2125,2791,242.7,2213,0
303,1403,20.9,0.574,0.554,0.477,0.328,3.2,8.8,26.3,3.1,1.1,15.7,24.8,3.6,2.1,5.3,3.1,3,SG,5.4,203,229,1968,2000,2565,204.6,2019,0
304,1198,24.8,0.567,0.51,0.296,0.465,8.4,16.7,8.0,1.4,3.1,9.3,29.6,3.8,2.0,6.3,1.9,2,PF,9.7,241,254,2013,2038,2667,229.2,2172,0
305,1041,29.1,0.634,0.602,0.163,0.677,13.1,31.3,7.4,1.3,3.6,14.9,26.1,3.8,2.7,3.7,0.6,4,PF,5.15,229,260,2019,2057,2629,224.4,2178,0
306,1286,28.7,0.572,0.502,0.35,0.461,2.2,9.8,50.0,2.9,0.5,13.9,31.3,6.2,1.4,7.5,0.8,3,PG,5.8,210,216,1734,1765,2248,177.2,1892,0
307,1075,17.4,0.537,0.503,0.588,0.263,1.6,7.1,18.6,2.1,1.5,9.5,19.4,2.9,1.3,5.1,2.8,4,PG,4.3,197,222,1842,1873,2464,163.8,1988,0
308,1147,20.0,0.492,0.444,0.345,0.243,3.5,27.1,29.2,2.0,1.5,15.6,25.1,1.8,3.0,4.0,4.0,2,SG,5.95,229,216,1988,2032,2629,197.0,2057,0
309,1232,15.9,0.506,0.484,0.38,0.233,2.1,11.9,25.1,2.3,0.8,16.0,21.8,1.9,1.9,2.7,2.8,4,PG,4.8,210,222,1911,1943,2502,194.0,1988,0
310,1227,20.3,0.599,0.55,0.389,0.364,7.7,19.2,10.8,1.7,4.7,13.6,18.0,3.1,1.7,4.8,2.2,2,PF,13.6,222,222,2038,2070,2731,215.0,2134,0
311,1165,19.7,0.58,0.539,0.535,0.29,2.9,13.1,14.3,2.3,1.5,13.7,22.2,2.9,1.9,5.0,3.2,4,SG,6.5,235,241,1943,1968,2591,206.2,2134,0
312,1012,21.7,0.541,0.497,0.064,0.599,10.7,25.7,10.9,1.3,3.3,14.3,23.8,2.1,2.5,3.0,3.4,2,PF,6.8,222,229,2051,2083,2769,219.6,2172,0
313,672,12.4,0.499,0.451,0.293,0.366,5.8,17.5,7.8,1.7,4.2,15.3,12.1,0.6,0.9,0.3,3.4,1,C,7.7,232,250,2091,2125,2791,242.7,2213,0
314,936,27.3,0.535,0.475,0.197,0.396,2.8,11.0,43.6,3.3,0.5,13.6,32.7,4.0,0.8,8.0,1.2,2,PG,9.1,203,197,1797,1816,2413,185.2,1968,0
315,1169,19.6,0.606,0.575,0.514,0.343,3.5,9.6,10.7,1.5,0.4,11.1,22.9,3.5,1.7,5.1,1.6,2,SG,4.7,216,235,1905,1943,2527,182.6,1962,0
316,377,17.1,0.564,0.564,0.0,0.426,13.2,19.9,2.3,0.7,8.8,16.5,18.4,0.6,0.7,-1.5,2.4,1,C,5.4,241,254,2045,2076,2807,252.2,2292,0
317,1019,28.7,0.594,0.528,0.342,0.415,8.5,23.3,14.8,1.3,1.2,11.2,30.8,4.2,1.9,7.5,0.4,4,PF,8.8,222,254,2013,2051,2667,232.0,2102,0
318,1248,25.2,0.594,0.533,0.258,0.4,2.2,15.7,25.6,2.9,0.2,13.1,24.6,4.5,3.6,5.7,5.1,1,PG,5.6,222,235,1867,1905,2515,190.2,2013,0
319,863,16.5,0.562,0.542,0.56,0.173,3.5,13.2,7.7,1.3,0.8,12.7,23.5,1.5,1.6,3.8,2.4,4,SG,6.4,218,234,1932,1965,2553,202.6,2056,0
320,1133,23.1,0.561,0.526,0.213,0.381,5.9,15.5,9.7,1.4,2.9,9.7,25.9,3.2,1.1,5.2,1.0,4,SF,5.7,222,260,1975,2000,2654,218.6,2083,0
321,53,20.0,0.438,0.383,0.333,0.3,9.4,32.5,4.6,3.4,2.0,8.0,36.5,0.0,0.1,4.6,4.1,1,SF,6.6,223,239,1983,2017,2631,215.5,2111,0
322,1051,23.0,0.618,0.588,0.144,0.458,9.6,11.1,12.6,2.3,4.8,10.8,18.3,3.3,2.2,6.1,4.7,1,SF,6.05,222,210,1899,1930,2540,198.6,2076,0
323,1107,20.5,0.543,0.507,0.43,0.302,5.2,12.0,20.0,2.6,3.7,12.7,22.5,2.8,3.1,4.7,5.2,3,SG,6.5,229,235,1937,1968,2604,199.6,2064,0
324,1125,20.6,0.588,0.573,0.446,0.208,9.9,23.1,4.3,1.3,5.5,9.8,18.3,2.9,2.2,4.7,2.8,1,PF,13.75,229,229,2032,2064,2731,253.8,2184,0
325,1032,22.4,0.631,0.61,0.283,0.366,3.9,14.6,17.9,3.6,2.2,16.9,22.2,2.4,1.6,4.1,2.8,3,SF,7.9,241,241,1943,1981,2667,198.2,2178,0
326,321,14.2,0.47,0.416,0.396,0.287,11.2,21.1,12.7,1.7,3.0,21.8,24.1,0.0,0.6,0.2,1.7,2,SF,8.1,222,235,2007,2038,2654,200.8,2108,0
327,1308,22.2,0.527,0.482,0.338,0.307,3.0,13.4,29.3,1.4,0.9,11.0,29.9,4.0,1.9,7.0,1.2,2,PG,6.5,216,248,1905,1943,2540,198.8,2038,0
328,1106,21.8,0.587,0.544,0.339,0.317,8.4,18.6,17.1,1.0,2.0,14.0,23.8,3.4,2.1,6.0,2.1,4,SF,6.6,223,239,1983,2017,2631,215.5,2111,0
329,1091,20.3,0.599,0.552,0.454,0.292,1.4,14.9,19.6,1.8,0.6,9.6,19.5,3.3,2.6,5.5,4.6,4,SG,8.45,216,254,1937,1981,2591,206.4,2026,0
330,995,25.6,0.568,0.55,0.056,0.338,13.2,20.9,9.6,3.1,6.3,13.5,22.9,2.4,2.4,4.1,4.1,3,PF,5.55,235,229,2057,2089,2769,215.4,2254,0
331,1064,23.7,0.553,0.517,0.417,0.257,8.0,19.9,15.2,2.1,2.2,12.8,31.0,2.6,2.0,5.1,0.4,4,PF,5.15,235,260,1994,2026,2718,211.6,2222,0
332,1096,20.3,0.577,0.552,0.335,0.174,9.1,25.8,7.8,1.1,2.8,8.6,17.7,2.8,1.7,4.5,1.3,4,PF,10.9,229,267,2121,2146,2781,254.0,2134,0
333,913,18.8,0.574,0.542,0.492,0.273,7.2,23.3,8.2,1.1,2.6,15.1,23.3,1.7,1.3,3.2,1.6,4,SF,7.25,229,260,1949,1981,2578,218.6,2121,0
