,year,PLAYER_NAME,POSITION,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,HEIGHT_WO_SHOES,HEIGHT_W_SHOES,STANDING_REACH,WEIGHT,WINGSPAN
248,2016-17,Marquese Chriss,PF,8.50%,9.00,9.00,6' 8.75'',6' 10'',8' 9'',233.0,7' 0.25''
249,2016-17,Elgin Cook,SF,6.35%,8.50,10.25,6' 5'',6' 6.25'',8' 4.5'',209.8,6' 10''
250,2016-17,Isaiah Cousins,PG,4.80%,8.25,8.75,6' 3.25'',6' 4.5'',8' 2.5'',194.0,6' 6.25''
251,2016-17,Deyonta Davis,PF,9.70%,9.00,9.25,6' 9.25'',6' 10.5'',9' 0.5'',237.2,7' 2.5''
252,2016-17,Cheick Diallo,PF,5.60%,8.50,9.75,6' 7.5'',6' 9'',8' 11.5'',218.6,7' 4.5''
253,2016-17,Kris Dunn,PG,-%,-,-,6' 3'',6' 4.25'',8' 4'',0.0,6' 9.5''
254,2016-17,Henry Ellenson,PF,11.20%,8.50,9.75,6' 10'',6' 11.5'',9' 0'',242.0,7' 2.25''
255,2016-17,Perry Ellis,PF,4.60%,8.00,8.50,6' 7'',6' 8.25'',8' 6'',217.8,6' 10.25''
256,2016-17,Kay Felder,PG,5.80%,8.25,8.50,5' 8.25'',5' 9.5'',7' 4.5'',177.2,6' 2.5''
257,2016-17,Dorian Finney-Smith,SF,6.45%,9.00,9.75,6' 6.5'',6' 7.75'',8' 9.5'',212.6,6' 11.75''
258,2016-17,Michael Gbinije,SG,5.40%,8.00,9.00,6' 5.5'',6' 6.75'',8' 5'',204.6,6' 7.5''
259,2016-17,Daniel Hamilton,SG-SF,5.95%,9.00,8.50,6' 6.25'',6' 8'',8' 7.5'',197.0,6' 9''
260,2016-17,Josh Hart,SG,5.75%,8.50,9.25,6' 4'',6' 5.5'',8' 3.5'',203.6,6' 8.5''
